Releve_number,Cover_abundance_scale,Date_yearmonthday,Syntaxon_code,Releve_area_m2,Altitude_m,Aspect_degrees,Slope_degrees,Cover_total_perc,Cover_tree_layer_perc,Cover_shrub_layer_perc,Cover_herb_layer_perc,Cover_moss_layer_perc,Height_high_tree_layer_m,Height_high_shrub_layer_m,Height_high_herb_layer_cm,Max_height_herb_layer_cm,Mosses_identified_yn,Lichens_identified_yn,Remarks,Coordinate_system,Syntaxon_MORAVEC,Resurvey,For_evy,Rs_project,Rs_site,Rs_plot,Rs_observ,Plot_shape,Manipulate,Maniptyp,Loc_method,Longitude,Latitude,deg_long,deg_lat,Precision,Locality,Ceba_grid,Field.nr,Habitat,Geology,Soil,Bias_gps,Oldtvnr,Photo_nr,Soil_ph,protected,site,ESY,ESY0
403498,1,NA,26AE,16,230,135,15,-1,0,0,100,5,0,0,0,0,Y,Y,Inulo (ensifoliae) - Caricetum humilis,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,1,1980,NA,NA,NA,NA,165827.86,490815.79,16.97440556,49.13771944,0,"Marefy - stráň, cca 1,2 km J od nádraží. (SPR Šévy).",NA,NA,NA,NA,NA,0,0,NA,0,Y,1,THE03,THE03
791263,2,20220514,NA,16,238,130,15,0,0,0,90,20,0,0,10,70,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,1,2022,square,N,NA,6,165826.8,490813.4,16.97411111,49.13705556,5,PR Šévy,NA,TKK001,"širokolistý trávník v dolní části svahu, pravděpodobně sečené",NA,hlinitá,5,403498,151551-151553,7.69,Y,1,THE03,THE03
502048,1,NA,27AA03,16,240,135,17,-1,0,0,100,5,0,0,0,0,Y,N,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,2,1980,NA,NA,NA,NA,165829.11,490818.19,16.97475278,49.13838611,0,"Marefy (Středomoravské karpaty), stráň 1,2 km J od nádraží (SPR Šéfy)",NA,NA,NA,NA,NA,0,0,NA,0,Y,1,THH,THH
791264,2,20220514,NA,16,233,145,15,0,0,0,95,10,0,0,15,100,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,2,2022,square,N,NA,6,165824.7,490809.4,16.97352778,49.13594444,5,PR Šévy,NA,TKK002,širokolistý trávník s dominancí smldníku jeleního v dolní části svahu,NA,hlinitá,5,502048,162757-162834,7.61,Y,1,THE03,THH
403499,1,NA,26AE,16,230,180,23,-1,0,0,100,5,0,0,0,0,Y,Y,Inulo (ensifoliae) - Caricetum humilis,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,3,1980,NA,NA,NA,NA,165827.16,490814.45,16.97421111,49.13734722,0,"Marefy - stráň, cca 1,2 km J od nádraží. (SPR Šévy).",NA,NA,NA,NA,NA,0,0,NA,0,Y,1,THE03,THE03
791265,2,20220514,NA,16,235,145,20,0,0,0,95,10,0,0,15,50,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,3,2022,square,N,NA,6,165823.4,490808.1,16.97316667,49.13558333,5,PR Šévy,NA,TKK003,širokolistý trávník v dolní části svahu,NA,hlinitá,5,403499,170836-172143,7.68,Y,1,THE03,THE03
403504,1,NA,26AE,16,220,270,20,-1,0,0,100,10,0,0,0,0,Y,Y,Inulo (ensifoliae) - Caricetum humilis,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,4,1980,NA,NA,NA,NA,165836.98,490810.15,16.97693889,49.13615278,0,"Marefy - stráňka, cca 1,3 km JJV od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,N,2,THE03,THE03
791266,2,20220515,NA,16,233,245,15,0,0,0,100,20,0,0,30,60,N,N,Asteraceae +,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,4,2022,square,N,NA,6,165836.6,490808.7,16.97683333,49.13575,5,"Marefy, stráňka na protějším svahu od PR Šévy",NA,TKK004,"zarůstající širokolistý trávník, nesečený, akumulovaná stařina, v okolí křoviny",NA,hlinitá,5,403504,0612-0617,7.79,N,2,THE,THE03
403503,1,NA,26AE,16,220,270,20,-1,0,0,98,25,0,0,0,0,Y,Y,Inulo (ensifoliae) - Caricetum humilis,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,5,1980,NA,NA,NA,NA,165837.1,490811.5,16.97697222,49.13652778,0,"Marefy - stráňka, cca 1,3 km JJV od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,N,2,THE03,THE03
791267,2,20220515,NA,16,238,260,18,0,0,25,85,0,0,1.3,40,70,N,N,Asteraceae +,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,5,2022,square,N,NA,6,165836.6,490809.9,16.97683333,49.13608333,4,"Marefy, stráňka na protějším svahu od PR Šévy",NA,TKK005,"zarůstající širokolistý trávník, nesečený, akumulovaná stařina, listový opad (Fagus)",NA,hlinitá,4,403503,0618-0622,7.72,N,2,THE,THE03
403482,1,NA,26AE,16,230,180,16,-1,0,0,98,10,0,0,0,0,Y,Y,Inulo (ensifoliae) - Caricetum humilis,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,6,1980,NA,NA,NA,NA,165829.44,490818.3,16.97484444,49.13841667,0,"Marefy - stráň s V - (JV) expozicí, cca 1,2 km J od nádraží. (SPR Šévy).",NA,NA,NA,NA,NA,0,0,NA,0,Y,1,THE03,THE03
791268,2,20220515,NA,16,233,125,15,0,0,0,90,20,0,0,15,60,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,6,2022,square,N,NA,6,165826.2,490811.7,16.97394444,49.13658333,4,"Marefy, PR Šévy, S část rezervace",NA,TKK006,"širokolistý trávník v dolní části svyhu, sečené",NA,hlinitá,4,403482,0623-0629,7.68,Y,1,THE03,THE03
403585,1,NA,NA,16,260,315,15,-1,0,0,100,35,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,7,1980,NA,NA,NA,NA,172040.22,491332.23,17.34450556,49.22561944,0,"Cvrčovice - travnatá deprese v polích, cca 0,7 km VSV obce.",NA,NA,NA,NA,NA,0,0,NA,0,N,3,THE,THE
791269,2,20220604,NA,16,273,300,10,0,0,0,85,20,0,0,20,80,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,7,2022,square,N,NA,6,172039.844,491331.287,17.3444,49.22535556,3,"Cvrčovice, travnatá stráň, 530 m VSV od kapličky v obci",NA,TKK007,"mezofilnější trávník s Brachypodium pinnatum, hodně stařiny",NA,hlinitá,3,403585,0760-0771,7.25,N,3,TDA01,THE
403586,1,NA,NA,16,260,45,15,-1,0,0,97,25,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,8,1980,NA,NA,NA,NA,172040.3,491332.03,17.34452778,49.22556389,0,"Cvrčovice - travnatá deprese v polích, cca 0,7 km VSV obce.",NA,NA,NA,NA,NA,0,0,NA,0,N,3,THE,THE
791270,2,20220604,NA,16,301,310,10,0,0,0,85,10,0,0,20,80,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,8,2022,square,N,NA,6,172047.145,491329.739,17.34642778,49.224925,3,"Cvrčovice, travnatá stráň, 640 m V od kapličky v obci",NA,TKK008,"mezofilnější trávník na okraji lesa, možná sečené, pastva (ukousnutá Knautia, Ranunculus)",NA,hlinitá,3,403586,0772-0783,6.41,N,3,TDA01,THE
403544,1,NA,NA,16,270,NA,NA,-1,0,0,100,2,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,9,1980,NA,NA,NA,NA,171900.27,491326.75,17.31674167,49.22409722,0,"Zdounky - úvoz polní cesty při silnici na Bunč, cca 0,7 km J od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,N,4,THF,THF
791271,2,20220604,NA,16,275,360,2,0,0,0,70,0,0,0,40,150,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,9,2022,square,N,NA,6,171858.357,491326.74,17.31620833,49.22409444,4,"Zdounky, úvoz polní cesty při silnici na Bunč",NA,TKK009,"mezofilnější trávník u polní cesty s dominancí Arrhenatherum elatius, hodně stařiny",NA,hlinitá,4,403544,0788-0796,7.76,N,4,TDA,THF
403610,1,NA,NA,16,270,135,30,-1,0,0,100,35,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,10,1980,NA,NA,NA,NA,171900.04,491326.64,17.31667778,49.22406667,0,"Zdounky - úvoz polní cesty při silnici na Bunč, cca 0,7 km J od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,N,4,THE,THE
791272,2,20220604,NA,16,283,150,35,0,0,5,70,0,0,1,30,150,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,10,2022,square,N,NA,6,171858.959,491326.152,17.316375,49.22393056,3,"Zdounky, úvoz polní cesty při silnici na Bunč",NA,TKK010,"mezofilnější trávník na svahu nad polní cestou, nad svahem křoviny (Rosa, Crataegus), hodně stařiny",NA,hlinitá,3,403610,0797-0808,7.85,N,4,THE,THE
403565,1,NA,NA,16,280,180,15,-1,0,0,100,15,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,11,1980,NA,NA,NA,NA,171856.29,491305.7,17.31563611,49.21825,0,"Zdounky - stráňka, cca 1,2 km J od nádraží. (SPR Drážov).",NA,NA,NA,NA,NA,0,0,NA,0,Y,5,THE03,THE03
791273,2,20220604,NA,16,286,245,15,0,0,0,80,0,0,0,20,120,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,11,2022,square,N,NA,6,171855.603,491305.447,17.31544444,49.21817778,3,"Zdounky, PP Drážov, cca 1 km JJZ od kostela",NA,TKK011,"mezofilnější trávník s Bromus erectus a Arrhenatherum elatius, hodně stařiny",NA,hlinitá,3,403565,0844-0854,7.66,Y,5,THE03,THE03
502051,1,NA,27AA03,16,290,180,30,-1,0,0,100,10,0,0,0,0,Y,N,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,13,1980,NA,NA,NA,NA,170814.96,490945.25,17.13748889,49.16256944,0,"Brankovice (Středomoravské karpaty), zarůstajicí stráň při SV okraji obce cca 1,3 km SSV od nádraží",NA,NA,NA,NA,NA,0,0,NA,0,N,6,+,+
791275,2,20220616,NA,16,278,200,30,0,40,15,60,0,0,1.5,20,100,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,13,2022,square,N,NA,6,170816.229,490944.974,17.13783889,49.16249167,3,"Brankovice, lesní světlina, cca 1,3 km SSV od železniční stanice, bývalá PP Přední Galašek",NA,TKK013,"lesní světlina, 5 m od přístřešku, shromaždiště odpadků (pneumatika, plasty, překližka...)",NA,hlinitá,3,502051,0890-0907,7.83,N,6,?,+
403496,1,NA,26AE,16,270,225,40,-1,0,0,90,15,0,0,0,0,Y,Y,Inulo (ensifoliae) - Caricetum humilis,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,14,1980,NA,NA,NA,NA,170821.25,490939.42,17.13923611,49.16095,0,"Brankovice - zarůstající stráň při SV okraji obce, cca 1,3 km SSV od nádraží. (s přilehlými sady).",NA,NA,NA,NA,NA,0,0,NA,0,N,6,THE03,THE03
791276,2,20220616,NA,16,253,210,30,0,40,1,60,0,0,2,30,100,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,14,2022,square,N,NA,6,170816.319,490944.678,17.13786389,49.16240833,3,"Brankovice, lesní světlina, cca 1,3 km SSV od železniční stanice, bývalá PP Přední Galašek",NA,TKK014,"širokolistý trávník na lesní světlině, nedaleko přístřešek, odpadky",NA,hlinitá,3,403496,0908-0919,7.84,N,6,?,THE03
403657,1,NA,NA,16,270,90,50,-1,0,0,100,0,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,15,1980,NA,NA,NA,NA,170821.81,490938.94,17.13939167,49.16081667,0,"Brankovice - zarůstající stráň při SV okraji obce, cca 1,3 km SSV od nádraží (s přilehlými sady).",NA,NA,NA,NA,NA,0,0,NA,0,N,6,THE,THE
791277,2,20220616,NA,16,257,NA,0,0,0,0,90,5,0,0,60,160,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,15,2022,square,N,NA,6,170805.459,490945.852,17.13484722,49.16273611,3,"Brankovice, okraj pole u silnice kolem vodní nádrže Hlavatka, cca 1,3 km S od železniční stanice",NA,TKK015,ruderální trávník s dominancí Arrhenatherum elatius na okraji pole,NA,hlinitá,3,403657,0920-0932,7.89,N,6,XCC,THE
403493,1,NA,26AE,16,270,225,33,-1,0,0,98,5,0,0,0,0,Y,Y,Inulo (ensifoliae) - Caricetum humilis,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,16,1980,NA,NA,NA,NA,170821.67,490939.1,17.13935278,49.16086111,0,"Brankovice - zarůstající stráň při SV okraji obce, cca 1,3 km SSV od nádraží (s přilehlými sady).",NA,NA,NA,NA,NA,0,0,NA,0,N,6,THE03,THE03
791278,2,20220616,NA,16,277,210,30,0,30,10,60,5,0,2,30,70,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,16,2022,square,N,NA,6,170817.594,490943.584,17.13821944,49.16210556,4,"Brankovice, lesní světlina, 1,3 km SSV od železniční stanice",NA,TKK016,"lesní světlina, nad ní liščí nora",NA,hlinitá,4,403493,0933-0945,7.96,N,6,LCA,THE03
403655,1,NA,26BA,16,270,270,17,-1,0,0,100,5,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,17,1980,NA,NA,NA,NA,170111.89,490743.39,17.01996944,49.12871944,0,"Kloboučky - stráně - nad potokem Kloboučka, cca 0,8 km JV obce. (SPR Baračka).",NA,NA,NA,NA,NA,0,0,NA,0,Y,7,THE,THE
791279,2,20220618,NA,16,255,285,28,0,0,0,95,60,0,0,40,140,N,N,Thymus cf. praecox,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,17,2022,square,N,NA,6,170110.97,490743.656,17.01971389,49.12879167,3,"Kloboučky, PP Baračka, cca 0,8 km JV od obce",NA,TKK017,širokolistý trávník na svahu mezi křovinami,NA,hlinitá,3,403655,0946-0955,7.73,Y,7,THE,THE
403653,1,NA,26BA,16,270,180,10,-1,0,0,100,20,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,18,1980,NA,NA,NA,NA,170111.92,490743.39,17.01997778,49.12871944,0,"Kloboučky - stráně nad potokem Kloboučka, cca 0,8 km JV obce. (SPR Baračka).",NA,NA,NA,NA,NA,0,0,NA,0,Y,7,THE,THE
791280,2,20220618,NA,16,249,230,20,0,0,0,100,40,0,0,40,140,N,N,Inula cf. hirta,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,18,2022,square,N,NA,6,170109.994,490743.035,17.01944167,49.12861944,4,"Kloboučky, PP Baračka, cca 0,8 km JV od obce",NA,TKK018,"širokolistý trávník na svahu, pravděpodobně nesečené každoročně",NA,hlinitá,4,403653,0960-0970,7.69,Y,7,THE,THE
502049,1,NA,27AA03,16,260,225,10,-1,0,0,100,25,0,0,0,0,Y,N,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,19,1980,NA,NA,NA,NA,170256.27,490833.36,17.04896389,49.1426,0,"Nevojice (Středomoravské karpaty), travnatý okraj lesa Černecký hájek 0,7 km od nádraží",NA,NA,NA,NA,NA,0,0,NA,0,N,8,+,+
791281,2,20220621,NA,16,230,120,10,0,0,0,80,30,0,0,20,90,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,19,2022,square,N,NA,6,170253.42,490829.826,17.04817222,49.14161667,4,"Nevojice, okraj Černeckého hájku, 550 m S od železniční stanice",NA,TKK019,"travnatý lesní lem zarůstající juvenilními keři, okus srnkami a zajíci",NA,hlinitá,4,502049,0003-0013,7.77,N,8,THE,+
403648,1,NA,NA,16,270,180,3,-1,0,0,98,10,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,20,1980,NA,NA,NA,NA,170314.75,490853.37,17.05409722,49.14815833,0,"Nevojice - stráně (J okraj Milonického lesa), cca 1,2 km SSV od nádraží. (SPR Malolhotská stráň).",NA,NA,NA,NA,NA,0,0,NA,0,Y,9,THE03,THE03
791282,2,20220621,NA,16,240,160,3,0,0,0,90,30,0,0,40,120,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,20,2022,square,N,NA,6,170315.063,490850.699,17.05418333,49.14741389,3,"Nevojice, NPP Malhotky, dolní část rezervace, cca 1,3 km SSV od železniční stanice",NA,TKK020,"trávník s dominancí Calamagrostis epigejos, zarůstání dřevinami",NA,hlinitá,3,403648,0032-0044,7.85,Y,9,THE03,THE03
403494,1,NA,26AE,16,270,225,25,-1,0,0,98,2,0,0,0,0,Y,Y,Inulo (ensifoliae) - Caricetum humilis,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,21,1980,NA,NA,NA,NA,170312.99,490853.03,17.05360833,49.14806389,0,"Nevojice - stráně s J expozicí (J okraj MIlonického lesa), cca 1,2 km SSV od nádr. (SPR Malhotská s",NA,NA,NA,NA,NA,0,0,NA,0,Y,9,THE03,THE03
791283,2,20220621,NA,16,258,200,17,0,0,0,90,25,0,0,25,90,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,21,2022,square,N,NA,6,170310.996,490851.496,17.05305278,49.14763611,4,"Nevojice, NPP Malhotky, Z část rezervace, cca 1,2 km SSV od železniční stanice",NA,TKK021,"širokolistý trávník, v okolí soliterní keře, sečené",NA,hlinitá,4,403494,0045-0056,7.68,Y,9,THE03,THE03
502050,1,NA,27AA03,16,290,225,10,-1,0,0,98,25,0,0,0,0,Y,N,Potentilla incana = v orig. práci určena jako P. tommasiniana,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,22,1980,NA,NA,NA,NA,170310.79,490852.07,17.05299722,49.14779722,0,"Nevojice (Středomoravské karpaty), jižní okraj Milonického lesa 1,2 km SSV od nádraží",NA,NA,NA,NA,NA,0,0,NA,0,Y,9,THE03,THE03
791284,2,20220621,NA,16,272,120,15,0,0,0,80,10,0,0,20,70,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,22,2022,square,N,NA,6,170319.2,490854.213,17.05533333,49.14839167,3,"Nevojice, NPP Malhotky, horní část rezervace, cca 1,3 km SSV od železniční stanice",NA,TKK022,"širokolistý trávník s Peucedanum cervaria, v okolí soliterní duby (Q. pub.), sečené, asi ne každoroč",NA,hlinitá,3,502050,0057-0070,7.79,Y,9,THE03,THE03
403483,1,NA,26AE,16,270,180,7,-1,0,0,97,20,0,0,0,0,Y,Y,Inulo (ensifoliae) - Caricetum humilis,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,23,1980,NA,NA,NA,NA,170311.02,490853.03,17.05306111,49.14806389,0,"Nevojice - stráně s J expozicí (J okraj Milonického lesa), cca 1,2 km SSV od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,Y,9,THE03,THE03
791285,2,20220621,NA,16,264,130,15,0,0,0,95,15,0,0,20,90,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,23,2022,square,N,NA,6,170320.618,490853.408,17.055725,49.14816667,4,"Nevojice, NPP Malhotky, cca 1,3 km SSV od železniční stanice",NA,TKK023,"suchý trávník, otevřená plocha, sečené",NA,hlinitá,4,403483,0090-0103,7.73,Y,9,THE03,THE03
403495,1,NA,26AE,16,270,180,15,-1,0,0,100,30,0,0,0,0,Y,Y,Inulo (ensifoliae) - Caricetum humilis,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,24,1980,NA,NA,NA,NA,170317.08,490853.49,17.05474444,49.14819167,0,"Nevojice - stráně s J expozicí (J okraj Milonického lesa), cca 1,2 km SSV nádr. (SPR Malhotská strá",NA,NA,NA,NA,NA,0,0,NA,0,Y,9,THE03,THE03
791286,2,20220621,NA,16,251,180,15,0,0,0,90,15,0,0,15,90,N,N,Asteraceae +,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,24,2022,square,N,NA,6,170322.868,490853.075,17.05635,49.148075,3,"Nevojice, NPP Malhotky, cca 1,3 km SSV od železniční stanice",NA,TKK024,"suchý trávník, v okolí soliterní keře a stromy, pravděpodobně sečené",NA,hlinitá,3,403495,0104-0113,7.78,Y,9,THE03,THE03
403540,1,NA,NA,16,280,135,10,-1,0,0,100,40,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,25,1980,NA,NA,NA,NA,170703.39,490810.81,17.11760833,49.13633611,0,"Nemotice - stráně s J - JV expozicí, cca 0,4 km SV od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,N,10,THE,THE
791287,2,20220627,NA,16,262,160,10,0,0,0,90,30,0,0,30,100,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,25,2022,square,N,NA,6,170703.779,490808.286,17.11771389,49.13563333,3,"Nemotice, stráň cca 0,4 km SV od železniční stanice",NA,TKK025,"suchý trávník, zarůstající Calamagrostis epigejos, v okolí borovice",NA,hlinitá,3,403540,0114-0128,8.09,N,10,THE,THE
403508,1,NA,NA,16,280,135,20,-1,0,0,65,10,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,26,1980,NA,NA,NA,NA,170706.65,490812.02,17.11851389,49.13667222,0,"Nemotice - stráně, cca 0,5 km SV od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,N,10,THD,THD
791288,2,20220627,NA,16,283,170,20,0,0,0,65,25,0,0,30,80,N,N,Achillea cf. pannonica,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,26,2022,square,N,NA,6,170703.541,490810.519,17.11765,49.13625278,4,"Nemotice, stráň cca 450 m VSV od železniční stanice",NA,TKK026,"rozvolněný suchý trávník, v okolí křoviny a borovice",NA,hlinitá,4,403508,0143-0161,7.94,N,10,THD,THD
403511,1,NA,NA,16,280,135,15,-1,0,0,90,1,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,27,1980,NA,NA,NA,NA,170706.52,490811.99,17.11847778,49.13666389,0,"Nemotice - stráně, cca 0,5 km SV od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,N,10,THD,THD
791289,2,20220627,NA,16,270,150,15,0,0,0,85,5,0,0,30,120,N,N,Achillea cf. pannonica,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,27,2022,square,N,NA,6,170659.622,490810.929,17.11656111,49.13636667,3,"Nemotice, stráň cca 0,4 km SV od železniční stanice",NA,TKK027,"suchý trávník s Dorycnium pentaphyllum agg., okolí křoviny a borové hájky, hodně stařiny",NA,hlinitá,3,403511,0179-0192,7.86,N,10,THE,THD
403517,1,NA,NA,16,280,45,20,-1,0,0,85,40,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,28,1980,NA,NA,NA,NA,170706.87,490812.06,17.118575,49.13668333,0,"Nemotice - stráně, cca 0,5 km SV od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,N,10,THF,THF
791290,2,20220627,NA,16,291,170,15,0,0,0,75,20,0,0,35,140,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,28,2022,square,N,NA,6,170703.37,490811.663,17.11760278,49.13657222,3,"Nemotice, stráň cca 0,5 km SV od železniční stanice",NA,TKK028,"suchý trávník zarůstající křovinami, v okolí křoviny a borové hájky, hodně stařiny, mraveniště",NA,hlinitá,3,403517,0213-0235,7.87,N,10,THE,THF
403510,1,NA,NA,16,280,135,20,-1,0,0,55,10,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,29,1980,NA,NA,NA,NA,170706.54,490811.96,17.11848333,49.13665556,0,"Nemotice - stráně, cca 0,5 km SV od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,N,10,THD,THD
791291,2,20220627,NA,16,287,150,15,0,0,0,70,15,0,0,15,90,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,29,2022,square,N,NA,6,170706.577,490812.371,17.11849167,49.13676944,3,"Nemotice, stráň cca 0,5 km VSV od železniční stanice",NA,TKK029,"stepní trávník s Thymus odoratissimus, v okolí borovice a křoviny",NA,hlinitá,3,403510,0242-0261,7.94,N,10,THE,THD
403527,1,NA,NA,16,280,135,15,-1,0,0,75,30,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,30,1980,NA,NA,NA,NA,170707.02,490812.01,17.11861667,49.13666944,0,"Nemotice - stráně, cca 0,5 km SV od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,N,10,TDA01,TDA01
791292,2,20220627,NA,16,287,130,15,0,0,0,75,15,0,0,30,100,N,N,Poaceae +,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,30,2022,square,N,NA,6,170708.82,490810.407,17.11911667,49.13622222,4,"Nemotice, stráň cca 0,5 km VSV od železniční stanice",NA,TKK030,"stepní trávník zarůstající křovinami, v okolí borovice a křoviny",NA,hlinitá,4,403527,0267-0285,8.06,N,10,THE03,TDA01
403636,1,NA,NA,16,250,135,20,-1,0,0,100,15,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,31,1980,NA,NA,NA,NA,170632.24,490801.03,17.10895556,49.13361944,0,"Snovídky - zarostlý sádek při SV okraji obce, cca 0,3 km ZSZ od žel st. Nemotice.",NA,NA,NA,NA,NA,0,0,NA,0,N,11,THE,THE
791293,2,20220627,NA,16,252,160,30,0,0,0,90,5,0,0,35,90,N,N,NA,1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,31,2022,square,N,NA,6,170634.205,490801.948,17.1095,49.13387222,3,"Snovídky, zarůstající sad na SV okraji obce, cca 0,3 km ZSZ od železniční stanice Nemotice",NA,TKK031,"stepní trávník, nesečený, v okolí ovocné stromy a akáty, hodně stařiny",NA,hlinitá,3,403636,0290-0303,7.82,N,11,THE,THE
403593,1,NA,NA,16,360,180,45,-1,0,0,95,10,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,32,1980,NA,NA,NA,NA,171924.35,491223.33,17.32343056,49.20648056,0,"Divoký - pastvina při okraji lesa, cca 0,9 km VJV obce.",NA,NA,NA,NA,NA,0,0,NA,0,Y,12,THE,THE
791294,2,20220702,NA,16,346,180,12,0,0,0,85,5,0,0,50,130,N,N,"Prunus cf. cerasifera, Polygala cf. comosa",1,NA,Y,NA,SMoravia_basiphilous_grass,SMoravia,32,2022,square,N,NA,6,171924.563,491222.236,17.32348889,49.206175,3,"Divoky, PP Kamenec, cca 0,9 km VJV od obce",NA,TKK032,"trávník s dominancí Bromus erectus, zarůstání křovinami, borovicí, hodně stařiny",NA,hlinitá,3,403593,0064-0082,7.67,Y,12,THE03,THE
403641,1,NA,NA,16,280,270,5,-1,0,0,100,5,0,0,0,0,Y,Y,NA,NA,NA,Y,Y,SMoravia_basiphilous_grass,SMoravia,33,1980,NA,NA,NA,NA,171856.29,491305.72,17.31563611,49.21825556,0,"Zdounky - stráňka, cca 1,2 km J od nádraží.",NA,NA,NA,NA,NA,0,0,NA,0,Y,5,THE03,THE03
